"","","","","/項目 コード","A1101","A1301","A1302","A1303"
"地域 コード","地域","調査年 コード","調査年","/項目","A1101_総人口【人】","A1301_15歳未満人口【人】","A1302_15～64歳人口【人】","A1303_65歳以上人口【人】"
"20215","長野県 塩尻市","1980100000","1980年度","","57,417","13,373","37,871","6,173"
"20217","長野県 佐久市","2020100000","2020年度","","98,199","12,480","54,115","30,170"
"20217","長野県 佐久市","2015100000","2015年度","","99,368","13,121","56,755","28,506"
"20217","長野県 佐久市","2010100000","2010年度","","100,552","14,407","60,019","25,985"
"20217","長野県 佐久市","2005100000","2005年度","","100,462","15,164","60,881","24,416"
"20217","長野県 佐久市","2000100000","2000年度","","100,016","16,000","61,443","22,573"
"20217","長野県 佐久市","1995100000","1995年度","","97,813","16,597","61,041","20,175"
"20217","長野県 佐久市","1990100000","1990年度","","95,625","17,947","60,485","17,188"
"20217","長野県 佐久市","1985100000","1985年度","","93,895","19,610","59,772","14,513"
"20217","長野県 佐久市","1980100000","1980年度","","91,285","20,256","58,299","12,730"
"20218","長野県 千曲市","2020100000","2020年度","","58,852","6,880","32,027","19,628"
"20218","長野県 千曲市","2015100000","2015年度","","60,298","7,428","33,934","18,912"
"20218","長野県 千曲市","2010100000","2010年度","","62,068","8,345","36,648","17,004"
"20218","長野県 千曲市","2005100000","2005年度","","64,022","9,131","39,607","15,284"
"20218","長野県 千曲市","2000100000","2000年度","","64,549","9,825","40,958","13,740"
"20218","長野県 千曲市","1995100000","1995年度","","63,539","10,222","41,508","11,809"
"20218","長野県 千曲市","1990100000","1990年度","","61,954","11,174","40,929","9,844"
"20218","長野県 千曲市","1985100000","1985年度","","61,883","13,306","40,325","8,252"
"20218","長野県 千曲市","1980100000","1980年度","","60,106","14,143","38,808","7,155"
"20219","長野県 東御市","2020100000","2020年度","","30,122","3,652","17,120","9,333"
"20219","長野県 東御市","2015100000","2015年度","","30,107","4,018","17,380","8,705"
"20219","長野県 東御市","2010100000","2010年度","","30,696","4,345","18,527","7,817"
"20219","長野県 東御市","2005100000","2005年度","","31,271","4,653","19,438","7,180"
"20219","長野県 東御市","2000100000","2000年度","","30,944","4,964","19,402","6,571"
"20219","長野県 東御市","1995100000","1995年度","","30,157","5,244","19,178","5,728"
"20219","長野県 東御市","1990100000","1990年度","","28,954","5,586","18,648","4,668"
"20219","長野県 東御市","1985100000","1985年度","","27,884","6,078","17,939","3,867"
"20219","長野県 東御市","1980100000","1980年度","","26,841","6,155","17,479","3,207"
"20220","長野県 安曇野市","2020100000","2020年度","","94,222","11,364","52,221","29,932"
"20220","長野県 安曇野市","2015100000","2015年度","","95,282","12,355","54,283","28,423"
"20220","長野県 安曇野市","2010100000","2010年度","","96,479","13,430","57,976","25,003"
"20220","長野県 安曇野市","2005100000","2005年度","","96,266","13,832","60,213","22,216"
"20220","長野県 安曇野市","2000100000","2000年度","","92,864","13,842","59,492","19,524"
"20220","長野県 安曇野市","1995100000","1995年度","","88,231","13,720","57,878","16,633"
"20220","長野県 安曇野市","1990100000","1990年度","","83,154","14,622","55,024","13,508"
"20220","長野県 安曇野市","1985100000","1985年度","","79,607","16,210","52,128","11,269"
"20220","長野県 安曇野市","1980100000","1980年度","","75,209","16,652","48,970","9,587"
"20303","長野県 小海町","2020100000","2020年度","","4,353","404","2,095","1,831"
"20303","長野県 小海町","2015100000","2015年度","","4,713","443","2,429","1,841"
"20303","長野県 小海町","2010100000","2010年度","","5,180","553","2,794","1,833"
"20303","長野県 小海町","2005100000","2005年度","","5,663","725","3,060","1,878"
"20303","長野県 小海町","2000100000","2000年度","","5,961","864","3,325","1,772"
"20303","長野県 小海町","1995100000","1995年度","","6,434","1,071","3,709","1,654"
"20303","長野県 小海町","1990100000","1990年度","","6,630","1,202","3,968","1,460"
"20303","長野県 小海町","1985100000","1985年度","","6,831","1,329","4,230","1,272"
"20303","長野県 小海町","1980100000","1980年度","","7,004","1,491","4,379","1,134"
"20304","長野県 川上村","2020100000","2020年度","","4,344","449","2,697","1,196"
"20304","長野県 川上村","2015100000","2015年度","","4,607","505","2,950","1,151"
"20304","長野県 川上村","2010100000","2010年度","","4,972","618","3,204","1,141"
"20304","長野県 川上村","2005100000","2005年度","","4,759","802","2,805","1,152"
"20304","長野県 川上村","2000100000","2000年度","","4,908","926","2,883","1,099"
"20304","長野県 川上村","1995100000","1995年度","","4,957","997","2,957","1,003"
"20304","長野県 川上村","1990100000","1990年度","","4,722","981","2,849","892"
"20304","長野県 川上村","1985100000","1985年度","","4,711","990","2,956","765"
"20304","長野県 川上村","1980100000","1980年度","","4,632","1,019","2,948","665"
"20305","長野県 南牧村","2020100000","2020年度","","3,242","338","1,894","996"
"20305","長野県 南牧村","2015100000","2015年度","","3,408","388","2,059","961"
"20305","長野県 南牧村","2010100000","2010年度","","3,528","452","2,152","923"
"20305","長野県 南牧村","2005100000","2005年度","","3,494","520","2,047","927"
"20305","長野県 南牧村","2000100000","2000年度","","3,540","609","2,020","911"
"20305","長野県 南牧村","1995100000","1995年度","","3,537","682","2,087","768"
"20305","長野県 南牧村","1990100000","1990年度","","3,582","740","2,168","674"
"20305","長野県 南牧村","1985100000","1985年度","","3,468","724","2,200","544"
"20305","長野県 南牧村","1980100000","1980年度","","3,435","748","2,232","455"
"20306","長野県 南相木村","2020100000","2020年度","","962","95","474","392"
"20306","長野県 南相木村","2015100000","2015年度","","1,005","112","476","417"
"20306","長野県 南相木村","2010100000","2010年度","","1,121","142","557","422"
"20306","長野県 南相木村","2005100000","2005年度","","1,151","162","535","454"
"20306","長野県 南相木村","2000100000","2000年度","","1,584","195","926","463"
"20306","長野県 南相木村","1995100000","1995年度","","1,334","194","757","383"
"20306","長野県 南相木村","1990100000","1990年度","","1,368","178","835","355"
"20306","長野県 南相木村","1985100000","1985年度","","1,453","210","932","311"
"20306","長野県 南相木村","1980100000","1980年度","","1,604","267","1,043","294"
"20307","長野県 北相木村","2020100000","2020年度","","752","104","378","270"
"20307","長野県 北相木村","2015100000","2015年度","","774","89","381","304"
"20307","長野県 北相木村","2010100000","2010年度","","842","70","433","339"
"20307","長野県 北相木村","2005100000","2005年度","","942","127","449","366"
"20307","長野県 北相木村","2000100000","2000年度","","1,025","157","482","386"
"20307","長野県 北相木村","1995100000","1995年度","","1,148","203","579","366"
"20307","長野県 北相木村","1990100000","1990年度","","1,194","175","722","297"
"20307","長野県 北相木村","1985100000","1985年度","","1,200","179","783","238"
"20307","長野県 北相木村","1980100000","1980年度","","1,299","204","869","226"
"20309","長野県 佐久穂町","2020100000","2020年度","","10,218","1,055","5,188","3,958"
"20309","長野県 佐久穂町","2015100000","2015年度","","11,186","1,202","6,032","3,951"
"20309","長野県 佐久穂町","2010100000","2010年度","","12,069","1,450","6,772","3,847"
"20309","長野県 佐久穂町","2005100000","2005年度","","12,980","1,814","7,358","3,808"
"20309","長野県 佐久穂町","2000100000","2000年度","","13,622","2,125","7,806","3,691"
"20309","長野県 佐久穂町","1995100000","1995年度","","13,740","2,380","8,063","3,297"
"20309","長野県 佐久穂町","1990100000","1990年度","","13,842","2,556","8,501","2,779"
"20309","長野県 佐久穂町","1985100000","1985年度","","14,074","2,724","8,922","2,428"
"20309","長野県 佐久穂町","1980100000","1980年度","","14,228","2,904","9,150","2,174"
"20321","長野県 軽井沢町","2020100000","2020年度","","19,188","2,133","9,991","6,148"
"20321","長野県 軽井沢町","2015100000","2015年度","","18,994","2,229","10,772","5,610"
"20321","長野県 軽井沢町","2010100000","2010年度","","19,018","2,453","11,766","4,739"
"20321","長野県 軽井沢町","2005100000","2005年度","","17,144","2,414","10,888","3,842"
"20321","長野県 軽井沢町","2000100000","2000年度","","16,181","2,458","10,550","3,168"
"20321","長野県 軽井沢町","1995100000","1995年度","","15,345","2,587","10,072","2,686"
"20321","長野県 軽井沢町","1990100000","1990年度","","15,464","2,930","10,275","2,248"
"20321","長野県 軽井沢町","1985100000","1985年度","","15,051","3,168","10,022","1,861"
"20321","長野県 軽井沢町","1980100000","1980年度","","14,195","3,172","9,408","1,615"
"20323","長野県 御代田町","2020100000","2020年度","","15,555","1,914","9,036","4,323"
"20323","長野県 御代田町","2015100000","2015年度","","15,184","2,062","8,927","3,874"
"20323","長野県 御代田町","2010100000","2010年度","","14,738","2,219","9,219","3,265"
"20323","長野県 御代田町","2005100000","2005年度","","14,124","2,222","9,076","2,826"
"20323","長野県 御代田町","2000100000","2000年度","","13,412","2,199","8,809","2,404"
"20323","長野県 御代田町","1995100000","1995年度","","12,573","2,225","8,333","2,015"
"20323","長野県 御代田町","1990100000","1990年度","","11,895","2,467","7,743","1,670"
"20323","長野県 御代田町","1985100000","1985年度","","11,260","2,526","7,361","1,373"
"20323","長野県 御代田町","1980100000","1980年度","","9,851","2,280","6,516","1,055"
"20324","長野県 立科町","2020100000","2020年度","","6,612","624","3,529","2,441"
"20324","長野県 立科町","2015100000","2015年度","","7,265","787","4,038","2,440"
"20324","長野県 立科町","2010100000","2010年度","","7,707","942","4,489","2,276"
"20324","長野県 立科町","2005100000","2005年度","","8,237","1,109","4,894","2,234"
"20324","長野県 立科町","2000100000","2000年度","","8,609","1,248","5,200","2,150"
"20324","長野県 立科町","1995100000","1995年度","","8,712","1,383","5,326","2,003"
"20324","長野県 立科町","1990100000","1990年度","","8,680","1,554","5,431","1,695"
"20324","長野県 立科町","1985100000","1985年度","","8,455","1,624","5,435","1,396"
"20324","長野県 立科町","1980100000","1980年度","","8,347","1,654","5,451","1,242"
"20349","長野県 青木村","2020100000","2020年度","","4,121","478","2,018","1,624"
"20349","長野県 青木村","2015100000","2015年度","","4,343","502","2,234","1,598"
"20349","長野県 青木村","2010100000","2010年度","","4,609","557","2,500","1,551"
"20349","長野県 青木村","2005100000","2005年度","","4,774","591","2,686","1,497"
"20349","長野県 青木村","2000100000","2000年度","","4,937","669","2,862","1,406"
"20349","長野県 青木村","1995100000","1995年度","","5,003","713","2,981","1,309"
"20349","長野県 青木村","1990100000","1990年度","","5,004","802","3,077","1,125"
"20349","長野県 青木村","1985100000","1985年度","","5,156","941","3,248","967"
"20349","長野県 青木村","1980100000","1980年度","","5,245","1,031","3,302","912"
"20350","長野県 長和町","2020100000","2020年度","","5,600","524","2,696","2,380"
"20350","長野県 長和町","2015100000","2015年度","","6,166","624","3,173","2,344"
"20350","長野県 長和町","2010100000","2010年度","","6,780","744","3,727","2,309"
"20350","長野県 長和町","2005100000","2005年度","","7,304","903","4,070","2,331"
"20350","長野県 長和町","2000100000","2000年度","","7,807","1,093","4,371","2,343"
"20350","長野県 長和町","1995100000","1995年度","","7,886","1,225","4,505","2,156"
"20350","長野県 長和町","1990100000","1990年度","","7,984","1,343","4,878","1,763"
"20350","長野県 長和町","1985100000","1985年度","","8,052","1,420","5,115","1,517"
"20350","長野県 長和町","1980100000","1980年度","","8,185","1,441","5,410","1,334"
"20361","長野県 下諏訪町","2020100000","2020年度","","19,155","2,056","9,581","7,360"
"20361","長野県 下諏訪町","2015100000","2015年度","","20,236","2,383","10,558","7,262"
"20361","長野県 下諏訪町","2010100000","2010年度","","21,532","2,635","12,008","6,879"
"20361","長野県 下諏訪町","2005100000","2005年度","","22,863","2,897","13,864","6,098"
"20361","長野県 下諏訪町","2000100000","2000年度","","23,930","3,098","15,299","5,533"
"20361","長野県 下諏訪町","1995100000","1995年度","","24,535","3,461","16,466","4,608"
"20361","長野県 下諏訪町","1990100000","1990年度","","25,519","4,275","17,428","3,816"
"20361","長野県 下諏訪町","1985100000","1985年度","","26,567","5,650","17,791","3,126"
"20361","長野県 下諏訪町","1980100000","1980年度","","26,574","6,370","17,490","2,714"
"20362","長野県 富士見町","2020100000","2020年度","","14,084","1,651","7,229","5,115"
