"","","","","/項目 コード","A1101","A1301","A1302","A1303"
"地域 コード","地域","調査年 コード","調査年","/項目","A1101_総人口【人】","A1301_15歳未満人口【人】","A1302_15～64歳人口【人】","A1303_65歳以上人口【人】"
"19206","山梨県 大月市","2010100000","2010年度","","28,120","2,885","16,935","8,293"
"19206","山梨県 大月市","2005100000","2005年度","","30,879","3,817","19,180","7,881"
"19206","山梨県 大月市","2000100000","2000年度","","33,124","4,708","21,023","7,341"
"19206","山梨県 大月市","1995100000","1995年度","","35,199","5,598","23,185","6,416"
"19206","山梨県 大月市","1990100000","1990年度","","34,941","6,214","23,429","5,298"
"19206","山梨県 大月市","1985100000","1985年度","","34,914","6,918","23,410","4,586"
"19206","山梨県 大月市","1980100000","1980年度","","35,404","7,794","23,632","3,976"
"19207","山梨県 韮崎市","2020100000","2020年度","","29,067","3,164","16,909","8,906"
"19207","山梨県 韮崎市","2015100000","2015年度","","30,680","3,804","18,288","8,357"
"19207","山梨県 韮崎市","2010100000","2010年度","","32,477","4,441","20,215","7,509"
"19207","山梨県 韮崎市","2005100000","2005年度","","33,801","5,141","21,194","6,867"
"19207","山梨県 韮崎市","2000100000","2000年度","","32,707","5,528","21,013","6,166"
"19207","山梨県 韮崎市","1995100000","1995年度","","32,097","5,646","20,809","5,642"
"19207","山梨県 韮崎市","1990100000","1990年度","","29,766","5,409","19,464","4,893"
"19207","山梨県 韮崎市","1985100000","1985年度","","28,175","5,699","18,185","4,291"
"19207","山梨県 韮崎市","1980100000","1980年度","","27,343","5,844","17,786","3,713"
"19208","山梨県 南アルプス市","2020100000","2020年度","","69,459","9,188","40,547","19,302"
"19208","山梨県 南アルプス市","2015100000","2015年度","","70,828","10,171","42,716","17,702"
"19208","山梨県 南アルプス市","2010100000","2010年度","","72,635","11,320","45,725","15,531"
"19208","山梨県 南アルプス市","2005100000","2005年度","","72,055","11,970","46,256","13,821"
"19208","山梨県 南アルプス市","2000100000","2000年度","","70,116","12,282","45,303","12,530"
"19208","山梨県 南アルプス市","1995100000","1995年度","","67,504","12,428","43,859","11,217"
"19208","山梨県 南アルプス市","1990100000","1990年度","","62,351","12,325","40,306","9,719"
"19208","山梨県 南アルプス市","1985100000","1985年度","","58,298","12,685","37,345","8,267"
"19208","山梨県 南アルプス市","1980100000","1980年度","","54,123","12,280","34,594","7,249"
"19209","山梨県 北杜市","2020100000","2020年度","","44,053","4,257","22,112","17,619"
"19209","山梨県 北杜市","2015100000","2015年度","","45,111","4,613","23,995","16,457"
"19209","山梨県 北杜市","2010100000","2010年度","","46,968","5,261","27,054","14,639"
"19209","山梨県 北杜市","2005100000","2005年度","","48,144","6,189","28,452","13,503"
"19209","山梨県 北杜市","2000100000","2000年度","","47,888","6,860","28,544","12,477"
"19209","山梨県 北杜市","1995100000","1995年度","","47,318","7,508","28,604","11,206"
"19209","山梨県 北杜市","1990100000","1990年度","","46,200","7,736","28,833","9,623"
"19209","山梨県 北杜市","1985100000","1985年度","","45,035","8,184","28,471","8,380"
"19209","山梨県 北杜市","1980100000","1980年度","","44,320","8,619","28,303","7,398"
"19210","山梨県 甲斐市","2020100000","2020年度","","75,313","9,721","42,576","19,088"
"19210","山梨県 甲斐市","2015100000","2015年度","","74,386","10,614","45,997","17,486"
"19210","山梨県 甲斐市","2010100000","2010年度","","73,807","11,346","48,157","13,986"
"19210","山梨県 甲斐市","2005100000","2005年度","","74,062","11,799","50,933","11,327"
"19210","山梨県 甲斐市","2000100000","2000年度","","71,706","12,092","50,502","9,087"
"19210","山梨県 甲斐市","1995100000","1995年度","","66,628","12,188","47,302","7,131"
"19210","山梨県 甲斐市","1990100000","1990年度","","60,765","12,841","42,392","5,496"
"19210","山梨県 甲斐市","1985100000","1985年度","","54,291","13,554","36,487","4,247"
"19210","山梨県 甲斐市","1980100000","1980年度","","45,337","12,220","29,816","3,230"
"19211","山梨県 笛吹市","2020100000","2020年度","","66,947","7,915","37,628","19,870"
"19211","山梨県 笛吹市","2015100000","2015年度","","69,559","8,720","40,010","19,541"
"19211","山梨県 笛吹市","2010100000","2010年度","","70,529","9,960","43,189","17,092"
"19211","山梨県 笛吹市","2005100000","2005年度","","71,711","10,966","45,382","15,356"
"19211","山梨県 笛吹市","2000100000","2000年度","","71,025","11,366","45,761","13,897"
"19211","山梨県 笛吹市","1995100000","1995年度","","66,839","10,924","43,781","12,134"
"19211","山梨県 笛吹市","1990100000","1990年度","","62,322","11,191","40,536","10,525"
"19211","山梨県 笛吹市","1985100000","1985年度","","58,466","11,925","37,548","8,993"
"19211","山梨県 笛吹市","1980100000","1980年度","","55,950","12,338","35,737","7,853"
"19212","山梨県 上野原市","2020100000","2020年度","","22,669","1,834","12,395","8,254"
"19212","山梨県 上野原市","2015100000","2015年度","","24,805","2,331","14,592","7,833"
"19212","山梨県 上野原市","2010100000","2010年度","","27,114","2,968","17,017","7,118"
"19212","山梨県 上野原市","2005100000","2005年度","","28,986","3,717","18,631","6,638"
"19212","山梨県 上野原市","2000100000","2000年度","","30,157","4,496","19,689","5,968"
"19212","山梨県 上野原市","1995100000","1995年度","","30,248","4,902","20,140","5,206"
"19212","山梨県 上野原市","1990100000","1990年度","","27,790","4,837","18,638","4,315"
"19212","山梨県 上野原市","1985100000","1985年度","","27,772","5,670","18,528","3,574"
"19212","山梨県 上野原市","1980100000","1980年度","","27,878","6,301","18,471","3,106"
"19213","山梨県 甲州市","2020100000","2020年度","","29,237","3,032","15,440","10,717"
"19213","山梨県 甲州市","2015100000","2015年度","","31,671","3,699","17,174","10,502"
"19213","山梨県 甲州市","2010100000","2010年度","","33,927","4,428","19,535","9,962"
"19213","山梨県 甲州市","2005100000","2005年度","","35,922","5,099","21,245","9,578"
"19213","山梨県 甲州市","2000100000","2000年度","","36,925","5,500","22,581","8,844"
"19213","山梨県 甲州市","1995100000","1995年度","","38,046","6,058","24,099","7,889"
"19213","山梨県 甲州市","1990100000","1990年度","","37,038","6,580","23,695","6,759"
"19213","山梨県 甲州市","1985100000","1985年度","","37,338","7,457","24,053","5,828"
"19213","山梨県 甲州市","1980100000","1980年度","","37,269","8,050","24,001","5,218"
"19214","山梨県 中央市","2020100000","2020年度","","31,216","3,512","17,372","7,548"
"19214","山梨県 中央市","2015100000","2015年度","","31,124","4,212","19,577","7,007"
"19214","山梨県 中央市","2010100000","2010年度","","31,322","4,640","20,658","5,638"
"19214","山梨県 中央市","2005100000","2005年度","","31,650","5,144","21,741","4,743"
"19214","山梨県 中央市","2000100000","2000年度","","30,769","5,531","21,274","3,959"
"19214","山梨県 中央市","1995100000","1995年度","","28,543","5,654","19,714","3,175"
"19214","山梨県 中央市","1990100000","1990年度","","25,868","5,844","17,443","2,577"
"19214","山梨県 中央市","1985100000","1985年度","","21,984","5,462","14,388","2,134"
"19214","山梨県 中央市","1980100000","1980年度","","16,812","4,266","10,824","1,722"
"19346","山梨県 市川三郷町","2020100000","2020年度","","14,700","1,418","7,372","5,525"
"19346","山梨県 市川三郷町","2015100000","2015年度","","15,673","1,674","8,415","5,583"
"19346","山梨県 市川三郷町","2010100000","2010年度","","17,111","2,001","9,591","5,519"
"19346","山梨県 市川三郷町","2005100000","2005年度","","17,939","2,251","10,413","5,275"
"19346","山梨県 市川三郷町","2000100000","2000年度","","18,854","2,483","11,344","5,027"
"19346","山梨県 市川三郷町","1995100000","1995年度","","19,885","2,931","12,318","4,636"
"19346","山梨県 市川三郷町","1990100000","1990年度","","20,641","3,413","13,254","3,974"
"19346","山梨県 市川三郷町","1985100000","1985年度","","21,690","4,282","13,931","3,477"
"19346","山梨県 市川三郷町","1980100000","1980年度","","21,985","4,672","14,161","3,152"
"19364","山梨県 早川町","2020100000","2020年度","","1,098","72","573","451"
"19364","山梨県 早川町","2015100000","2015年度","","1,068","74","484","510"
"19364","山梨県 早川町","2010100000","2010年度","","1,246","89","564","593"
"19364","山梨県 早川町","2005100000","2005年度","","1,534","110","681","743"
"19364","山梨県 早川町","2000100000","2000年度","","1,740","127","791","822"
"19364","山梨県 早川町","1995100000","1995年度","","1,977","168","993","816"
"19364","山梨県 早川町","1990100000","1990年度","","2,269","226","1,284","759"
"19364","山梨県 早川町","1985100000","1985年度","","2,651","309","1,679","663"
"19364","山梨県 早川町","1980100000","1980年度","","3,005","452","1,982","571"
"19365","山梨県 身延町","2020100000","2020年度","","10,663","665","4,898","5,065"
"19365","山梨県 身延町","2015100000","2015年度","","12,669","868","6,321","5,434"
"19365","山梨県 身延町","2010100000","2010年度","","14,462","1,254","7,515","5,690"
"19365","山梨県 身延町","2005100000","2005年度","","16,334","1,656","8,697","5,979"
"19365","山梨県 身延町","2000100000","2000年度","","18,021","2,195","9,845","5,981"
"19365","山梨県 身延町","1995100000","1995年度","","19,570","2,658","11,156","5,756"
"19365","山梨県 身延町","1990100000","1990年度","","20,849","3,138","12,681","5,030"
"19365","山梨県 身延町","1985100000","1985年度","","22,327","3,561","14,274","4,492"
"19365","山梨県 身延町","1980100000","1980年度","","23,222","4,226","15,006","3,990"
"19366","山梨県 南部町","2020100000","2020年度","","7,156","568","3,464","3,124"
"19366","山梨県 南部町","2015100000","2015年度","","8,067","743","4,230","3,094"
"19366","山梨県 南部町","2010100000","2010年度","","9,011","879","5,094","3,038"
"19366","山梨県 南部町","2005100000","2005年度","","10,254","1,169","5,949","3,136"
"19366","山梨県 南部町","2000100000","2000年度","","10,863","1,481","6,373","3,009"
"19366","山梨県 南部町","1995100000","1995年度","","11,437","1,879","6,745","2,813"
"19366","山梨県 南部町","1990100000","1990年度","","11,826","2,210","7,251","2,365"
"19366","山梨県 南部町","1985100000","1985年度","","11,959","2,367","7,597","1,995"
"19366","山梨県 南部町","1980100000","1980年度","","12,465","2,545","8,105","1,815"
"19368","山梨県 富士川町","2020100000","2020年度","","14,219","1,530","7,635","4,929"
"19368","山梨県 富士川町","2015100000","2015年度","","15,294","1,751","8,618","4,920"
"19368","山梨県 富士川町","2010100000","2010年度","","16,307","2,059","9,466","4,735"
"19368","山梨県 富士川町","2005100000","2005年度","","17,405","2,440","10,325","4,640"
"19368","山梨県 富士川町","2000100000","2000年度","","17,544","2,652","10,627","4,265"
"19368","山梨県 富士川町","1995100000","1995年度","","17,629","2,792","11,018","3,819"
"19368","山梨県 富士川町","1990100000","1990年度","","18,170","3,072","11,758","3,340"
"19368","山梨県 富士川町","1985100000","1985年度","","18,656","3,574","12,093","2,989"
"19368","山梨県 富士川町","1980100000","1980年度","","18,815","4,089","11,979","2,747"
"19384","山梨県 昭和町","2020100000","2020年度","","20,909","3,283","13,097","3,984"
"19384","山梨県 昭和町","2015100000","2015年度","","19,505","2,951","11,800","3,705"
"19384","山梨県 昭和町","2010100000","2010年度","","17,653","2,890","11,403","2,881"
"19384","山梨県 昭和町","2005100000","2005年度","","16,764","2,919","11,406","2,363"
"19384","山梨県 昭和町","2000100000","2000年度","","15,937","2,789","11,207","1,940"
"19384","山梨県 昭和町","1995100000","1995年度","","14,590","2,642","10,322","1,626"
"19384","山梨県 昭和町","1990100000","1990年度","","12,548","2,563","8,821","1,164"
"19384","山梨県 昭和町","1985100000","1985年度","","10,700","2,423","7,321","956"
"19384","山梨県 昭和町","1980100000","1980年度","","8,751","2,227","5,843","681"
"19422","山梨県 道志村","2020100000","2020年度","","1,607","146","847","614"
"19422","山梨県 道志村","2015100000","2015年度","","1,743","180","987","575"
"19422","山梨県 道志村","2010100000","2010年度","","1,919","221","1,170","528"
"19422","山梨県 道志村","2005100000","2005年度","","2,051","252","1,246","553"
"19422","山梨県 道志村","2000100000","2000年度","","2,087","331","1,232","524"
"19422","山梨県 道志村","1995100000","1995年度","","2,153","391","1,298","464"
"19422","山梨県 道志村","1990100000","1990年度","","2,150","444","1,320","386"
"19422","山梨県 道志村","1985100000","1985年度","","2,141","473","1,345","323"
"19422","山梨県 道志村","1980100000","1980年度","","2,231","526","1,413","292"
"19423","山梨県 西桂町","2020100000","2020年度","","4,041","443","2,367","1,231"
"19423","山梨県 西桂町","2015100000","2015年度","","4,342","550","2,663","1,129"
"19423","山梨県 西桂町","2010100000","2010年度","","4,541","672","2,848","1,021"
"19423","山梨県 西桂町","2005100000","2005年度","","4,850","865","3,055","930"
"19423","山梨県 西桂町","2000100000","2000年度","","4,910","913","3,134","863"
"19423","山梨県 西桂町","1995100000","1995年度","","4,855","963","3,163","729"
"19423","山梨県 西桂町","1990100000","1990年度","","4,409","851","2,982","576"
"19423","山梨県 西桂町","1985100000","1985年度","","4,057","890","2,708","459"
"19423","山梨県 西桂町","1980100000","1980年度","","4,002","974","2,661","367"
"19424","山梨県 忍野村","2020100000","2020年度","","9,237","1,377","6,032","1,809"
"19424","山梨県 忍野村","2015100000","2015年度","","8,968","1,466","5,912","1,568"
"19424","山梨県 忍野村","2010100000","2010年度","","8,635","1,434","5,922","1,279"
"19424","山梨県 忍野村","2005100000","2005年度","","8,490","1,448","5,874","1,166"
"19424","山梨県 忍野村","2000100000","2000年度","","8,367","1,582","5,799","986"
"19424","山梨県 忍野村","1995100000","1995年度","","8,370","1,673","5,857","832"
"19424","山梨県 忍野村","1990100000","1990年度","","7,968","1,796","5,482","690"
"19424","山梨県 忍野村","1985100000","1985年度","","6,942","1,667","4,714","561"
"19424","山梨県 忍野村","1980100000","1980年度","","6,077","1,429","4,128","520"
"19425","山梨県 山中湖村","2020100000","2020年度","","5,179","606","2,822","1,731"
"19425","山梨県 山中湖村","2015100000","2015年度","","5,208","637","3,021","1,514"
"19425","山梨県 山中湖村","2010100000","2010年度","","5,324","718","3,319","1,285"
"19425","山梨県 山中湖村","2005100000","2005年度","","5,440","815","3,507","1,118"
"19425","山梨県 山中湖村","2000100000","2000年度","","5,274","934","3,498","842"
"19425","山梨県 山中湖村","1995100000","1995年度","","5,296","1,060","3,562","674"
"19425","山梨県 山中湖村","1990100000","1990年度","","5,040","1,100","3,407","533"
"19425","山梨県 山中湖村","1985100000","1985年度","","4,904","1,168","3,283","453"
"19425","山梨県 山中湖村","1980100000","1980年度","","4,637","1,130","3,133","374"
"19429","山梨県 鳴沢村","2020100000","2020年度","","2,824","329","1,498","957"
"19429","山梨県 鳴沢村","2015100000","2015年度","","2,921","373","1,691","853"
"19429","山梨県 鳴沢村","2010100000","2010年度","","2,964","433","1,789","742"
"19429","山梨県 鳴沢村","2005100000","2005年度","","2,958","474","1,836","648"
"19429","山梨県 鳴沢村","2000100000","2000年度","","2,864","499","1,820","545"
"19429","山梨県 鳴沢村","1995100000","1995年度","","2,784","506","1,773","505"
"19429","山梨県 鳴沢村","1990100000","1990年度","","2,650","507","1,699","444"
"19429","山梨県 鳴沢村","1985100000","1985年度","","2,455","483","1,601","371"
"19429","山梨県 鳴沢村","1980100000","1980年度","","2,249","538","1,404","307"
"19430","山梨県 富士河口湖町","2020100000","2020年度","","26,082","3,439","15,422","6,860"
"19430","山梨県 富士河口湖町","2015100000","2015年度","","25,329","3,518","15,647","6,099"
"19430","山梨県 富士河口湖町","2010100000","2010年度","","25,471","3,737","16,231","5,302"
"19430","山梨県 富士河口湖町","2005100000","2005年度","","23,943","3,998","15,658","4,287"
"19430","山梨県 富士河口湖町","2000100000","2000年度","","22,595","4,139","14,744","3,699"
"19430","山梨県 富士河口湖町","1995100000","1995年度","","21,142","4,041","14,005","3,096"
"19430","山梨県 富士河口湖町","1990100000","1990年度","","19,595","3,813","13,323","2,442"
"19430","山梨県 富士河口湖町","1985100000","1985年度","","18,859","4,053","12,690","2,116"
"19430","山梨県 富士河口湖町","1980100000","1980年度","","17,812","4,208","11,782","1,822"
"19442","山梨県 小菅村","2020100000","2020年度","","684","68","306","310"
"19442","山梨県 小菅村","2015100000","2015年度","","726","62","336","328"
"19442","山梨県 小菅村","2010100000","2010年度","","816","66","417","333"
"19442","山梨県 小菅村","2005100000","2005年度","","1,018","124","527","367"
"19442","山梨県 小菅村","2000100000","2000年度","","1,084","150","573","361"
"19442","山梨県 小菅村","1995100000","1995年度","","1,123","169","619","335"
"19442","山梨県 小菅村","1990100000","1990年度","","1,177","192","689","296"
"19442","山梨県 小菅村","1985100000","1985年度","","1,227","231","768","228"
"19442","山梨県 小菅村","1980100000","1980年度","","1,284","274","808","202"
"19443","山梨県 丹波山村","2020100000","2020年度","","530","39","255","236"
"19443","山梨県 丹波山村","2015100000","2015年度","","563","29","270","264"
"19443","山梨県 丹波山村","2010100000","2010年度","","685","40","328","317"
"19443","山梨県 丹波山村","2005100000","2005年度","","780","63","357","360"
"19443","山梨県 丹波山村","2000100000","2000年度","","866","79","430","357"
"19443","山梨県 丹波山村","1995100000","1995年度","","981","100","568","313"
"19443","山梨県 丹波山村","1990100000","1990年度","","1,037","119","671","247"
"19443","山梨県 丹波山村","1985100000","1985年度","","1,149","154","782","213"
"19443","山梨県 丹波山村","1980100000","1980年度","","1,197","195","800","202"
"20201","長野県 長野市","2020100000","2020年度","","372,760","42,777","201,890","108,243"
"20201","長野県 長野市","2015100000","2015年度","","377,598","49,052","216,734","106,007"
"20201","長野県 長野市","2010100000","2010年度","","381,511","53,588","231,802","94,675"
"20201","長野県 長野市","2005100000","2005年度","","386,572","56,369","244,991","85,189"
"20201","長野県 長野市","2000100000","2000年度","","387,911","59,035","253,393","75,440"
"20201","長野県 長野市","1995100000","1995年度","","387,359","63,660","258,300","65,112"
"20201","長野県 長野市","1990100000","1990年度","","377,261","70,657","253,193","53,330"
"20201","長野県 長野市","1985100000","1985年度","","369,023","79,732","245,258","44,023"
"20201","長野県 長野市","1980100000","1980年度","","358,173","83,622","236,994","37,556"
"20202","長野県 松本市","2020100000","2020年度","","241,145","30,107","139,128","66,647"
"20202","長野県 松本市","2015100000","2015年度","","243,293","32,294","143,259","64,009"
"20202","長野県 松本市","2010100000","2010年度","","243,037","34,169","150,582","57,352"
"20202","長野県 松本市","2005100000","2005年度","","242,541","35,505","155,730","51,272"
"20202","長野県 松本市","2000100000","2000年度","","243,465","36,611","160,601","46,117"
"20202","長野県 松本市","1995100000","1995年度","","239,539","37,848","161,553","40,133"
"20202","長野県 松本市","1990100000","1990年度","","233,756","41,140","158,934","33,668"
"20202","長野県 松本市","1985100000","1985年度","","229,917","46,925","154,561","28,431"
"20202","長野県 松本市","1980100000","1980年度","","223,496","49,824","148,757","24,910"
"20203","長野県 上田市","2020100000","2020年度","","154,055","18,338","86,410","47,130"
"20203","長野県 上田市","2015100000","2015年度","","156,827","20,150","89,926","45,685"
"20203","長野県 上田市","2010100000","2010年度","","159,597","21,916","95,202","41,454"
"20203","長野県 上田市","2005100000","2005年度","","163,651","23,547","102,313","37,783"
"20203","長野県 上田市","2000100000","2000年度","","166,568","25,119","106,933","34,500"
"20203","長野県 上田市","1995100000","1995年度","","164,207","26,691","107,586","29,905"
"20203","長野県 上田市","1990100000","1990年度","","160,259","29,217","106,215","24,816"
"20203","長野県 上田市","1985100000","1985年度","","157,123","32,877","103,445","20,801"
"20203","長野県 上田市","1980100000","1980年度","","151,804","34,492","99,247","18,062"
"20204","長野県 岡谷市","2020100000","2020年度","","47,790","5,452","25,609","16,522"
"20204","長野県 岡谷市","2015100000","2015年度","","50,128","6,327","27,331","16,181"
"20204","長野県 岡谷市","2010100000","2010年度","","52,841","7,260","30,538","14,975"
"20204","長野県 岡谷市","2005100000","2005年度","","54,699","7,581","33,696","13,422"
"20204","長野県 岡谷市","2000100000","2000年度","","56,401","7,991","36,718","11,686"
"20204","長野県 岡谷市","1995100000","1995年度","","58,056","8,851","39,037","10,168"
"20204","長野県 岡谷市","1990100000","1990年度","","59,849","10,619","40,750","8,471"
"20204","長野県 岡谷市","1985100000","1985年度","","61,747","13,414","41,217","7,116"
"20204","長野県 岡谷市","1980100000","1980年度","","62,210","15,227","40,647","6,336"
"20205","長野県 飯田市","2020100000","2020年度","","98,164","12,373","52,701","31,987"
"20205","長野県 飯田市","2015100000","2015年度","","101,581","13,609","55,546","31,447"
"20205","長野県 飯田市","2010100000","2010年度","","105,335","14,797","60,471","29,527"
"20205","長野県 飯田市","2005100000","2005年度","","108,624","16,052","64,143","28,094"
"20205","長野県 飯田市","2000100000","2000年度","","110,589","16,882","67,651","26,056"
"20205","長野県 飯田市","1995100000","1995年度","","110,204","18,037","68,818","23,349"
"20205","長野県 飯田市","1990100000","1990年度","","110,402","19,768","70,823","19,802"
"20205","長野県 飯田市","1985100000","1985年度","","111,009","22,623","71,436","16,950"
"20205","長野県 飯田市","1980100000","1980年度","","109,465","23,729","71,130","14,606"
"20206","長野県 諏訪市","2020100000","2020年度","","48,729","5,926","27,232","15,034"
"20206","長野県 諏訪市","2015100000","2015年度","","50,140","6,589","28,805","14,543"
"20206","長野県 諏訪市","2010100000","2010年度","","51,200","7,178","31,034","12,865"
"20206","長野県 諏訪市","2005100000","2005年度","","53,240","7,637","34,180","11,423"
"20206","長野県 諏訪市","2000100000","2000年度","","53,858","7,928","35,367","10,066"
"20206","長野県 諏訪市","1995100000","1995年度","","52,104","8,226","35,070","8,808"
"20206","長野県 諏訪市","1990100000","1990年度","","52,464","9,482","35,598","7,384"
"20206","長野県 諏訪市","1985100000","1985年度","","52,329","11,406","34,646","6,277"
"20206","長野県 諏訪市","1980100000","1980年度","","50,558","11,995","32,962","5,601"
"20207","長野県 須坂市","2020100000","2020年度","","49,559","6,025","27,198","16,017"
"20207","長野県 須坂市","2015100000","2015年度","","50,725","6,622","28,654","15,369"
"20207","長野県 須坂市","2010100000","2010年度","","52,168","7,248","31,099","13,752"
"20207","長野県 須坂市","2005100000","2005年度","","53,668","7,798","33,509","12,361"
"20207","長野県 須坂市","2000100000","2000年度","","54,207","8,209","34,988","11,007"
"20207","長野県 須坂市","1995100000","1995年度","","53,842","8,748","35,658","9,435"
"20207","長野県 須坂市","1990100000","1990年度","","53,662","10,208","35,793","7,653"
"20207","長野県 須坂市","1985100000","1985年度","","53,611","12,248","35,034","6,329"
"20207","長野県 須坂市","1980100000","1980年度","","52,543","13,177","34,149","5,217"
"20208","長野県 小諸市","2020100000","2020年度","","40,991","4,731","22,257","13,773"
"20208","長野県 小諸市","2015100000","2015年度","","42,512","5,371","24,099","12,857"
"20208","長野県 小諸市","2010100000","2010年度","","43,997","5,857","26,617","11,506"
"20208","長野県 小諸市","2005100000","2005年度","","45,499","6,453","28,159","10,368"
"20208","長野県 小諸市","2000100000","2000年度","","46,158","7,060","29,297","9,623"
"20208","長野県 小諸市","1995100000","1995年度","","45,711","7,901","29,459","8,351"
"20208","長野県 小諸市","1990100000","1990年度","","44,888","8,566","29,359","6,963"
"20208","長野県 小諸市","1985100000","1985年度","","43,705","9,466","28,397","5,842"
"20208","長野県 小諸市","1980100000","1980年度","","42,355","9,760","27,397","5,198"
"20209","長野県 伊那市","2020100000","2020年度","","66,125","8,183","36,480","20,663"
"20209","長野県 伊那市","2015100000","2015年度","","68,271","9,226","38,149","20,421"
"20209","長野県 伊那市","2010100000","2010年度","","71,093","10,235","41,919","18,929"
"20209","長野県 伊那市","2005100000","2005年度","","71,788","10,867","43,468","17,449"
"20209","長野県 伊那市","2000100000","2000年度","","71,552","11,211","44,151","16,189"
"20209","長野県 伊那市","1995100000","1995年度","","72,229","12,049","45,548","14,632"
"20209","長野県 伊那市","1990100000","1990年度","","70,639","13,017","45,286","12,314"
"20209","長野県 伊那市","1985100000","1985年度","","70,144","14,471","45,271","10,402"
"20209","長野県 伊那市","1980100000","1980年度","","67,544","14,821","43,718","9,005"
"20210","長野県 駒ヶ根市","2020100000","2020年度","","32,202","3,953","17,956","9,921"
"20210","長野県 駒ヶ根市","2015100000","2015年度","","32,759","4,490","18,573","9,564"
"20210","長野県 駒ヶ根市","2010100000","2010年度","","33,693","4,895","19,710","8,779"
"20210","長野県 駒ヶ根市","2005100000","2005年度","","34,417","5,188","20,837","8,103"
"20210","長野県 駒ヶ根市","2000100000","2000年度","","34,338","5,283","21,797","7,237"
"20210","長野県 駒ヶ根市","1995100000","1995年度","","33,601","5,465","21,797","6,339"
"20210","長野県 駒ヶ根市","1990100000","1990年度","","32,771","5,830","21,714","5,227"
"20210","長野県 駒ヶ根市","1985100000","1985年度","","32,396","6,717","21,300","4,379"
"20210","長野県 駒ヶ根市","1980100000","1980年度","","31,179","7,025","20,363","3,791"
"20211","長野県 中野市","2020100000","2020年度","","42,338","5,086","23,236","13,670"
"20211","長野県 中野市","2015100000","2015年度","","43,909","5,770","25,155","12,910"
"20211","長野県 中野市","2010100000","2010年度","","45,638","6,450","27,381","11,700"
"20211","長野県 中野市","2005100000","2005年度","","46,788","7,031","28,743","11,014"
"20211","長野県 中野市","2000100000","2000年度","","47,845","7,768","29,976","10,101"
"20211","長野県 中野市","1995100000","1995年度","","47,529","8,400","30,384","8,745"
"20211","長野県 中野市","1990100000","1990年度","","46,468","9,220","29,937","7,311"
"20211","長野県 中野市","1985100000","1985年度","","46,105","10,256","29,663","6,186"
"20211","長野県 中野市","1980100000","1980年度","","44,985","10,617","29,099","5,269"
"20212","長野県 大町市","2020100000","2020年度","","26,029","2,460","13,174","9,891"
"20212","長野県 大町市","2015100000","2015年度","","28,041","3,030","14,900","9,766"
"20212","長野県 大町市","2010100000","2010年度","","29,801","3,720","16,906","9,120"
"20212","長野県 大町市","2005100000","2005年度","","32,145","4,489","19,086","8,567"
"20212","長野県 大町市","2000100000","2000年度","","33,550","4,885","20,686","7,979"
"20212","長野県 大町市","1995100000","1995年度","","33,655","5,071","21,501","7,083"
"20212","長野県 大町市","1990100000","1990年度","","34,300","5,734","22,576","5,946"
"20212","長野県 大町市","1985100000","1985年度","","35,460","6,967","23,636","4,857"
"20212","長野県 大町市","1980100000","1980年度","","36,083","7,860","23,969","4,254"
"20213","長野県 飯山市","2020100000","2020年度","","19,539","2,003","10,049","7,445"
"20213","長野県 飯山市","2015100000","2015年度","","21,438","2,406","11,543","7,426"
"20213","長野県 飯山市","2010100000","2010年度","","23,545","2,934","13,311","7,282"
"20213","長野県 飯山市","2005100000","2005年度","","24,960","3,473","14,192","7,273"
"20213","長野県 飯山市","2000100000","2000年度","","26,420","4,031","15,406","6,983"
"20213","長野県 飯山市","1995100000","1995年度","","27,423","4,569","16,467","6,387"
"20213","長野県 飯山市","1990100000","1990年度","","28,114","5,148","17,362","5,604"
"20213","長野県 飯山市","1985100000","1985年度","","29,034","5,796","18,538","4,700"
"20213","長野県 飯山市","1980100000","1980年度","","30,073","6,228","19,616","4,229"
"20214","長野県 茅野市","2020100000","2020年度","","56,400","7,050","31,411","17,059"
"20214","長野県 茅野市","2015100000","2015年度","","55,912","7,752","32,204","15,808"
"20214","長野県 茅野市","2010100000","2010年度","","56,391","8,244","34,337","13,509"
"20214","長野県 茅野市","2005100000","2005年度","","57,099","8,424","37,015","11,634"
"20214","長野県 茅野市","2000100000","2000年度","","54,841","8,371","36,317","9,972"
"20214","長野県 茅野市","1995100000","1995年度","","52,807","8,823","35,227","8,757"
"20214","長野県 茅野市","1990100000","1990年度","","50,064","9,654","33,320","7,090"
"20214","長野県 茅野市","1985100000","1985年度","","47,273","10,583","30,751","5,939"
"20214","長野県 茅野市","1980100000","1980年度","","43,942","10,635","28,044","5,263"
"20215","長野県 塩尻市","2020100000","2020年度","","67,241","8,360","39,154","19,155"
"20215","長野県 塩尻市","2015100000","2015年度","","67,135","8,692","40,175","18,203"
"20215","長野県 塩尻市","2010100000","2010年度","","67,670","9,469","42,161","15,993"
"20215","長野県 塩尻市","2005100000","2005年度","","68,346","10,053","44,148","14,145"
"20215","長野県 塩尻市","2000100000","2000年度","","67,747","10,187","44,947","12,613"
"20215","長野県 塩尻市","1995100000","1995年度","","64,236","10,346","43,317","10,572"
"20215","長野県 塩尻市","1990100000","1990年度","","61,420","11,387","41,334","8,670"
"20215","長野県 塩尻市","1985100000","1985年度","","60,329","13,109","40,040","7,180"
